                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6757,                 8.7922,                 2.3117,                0.54483,                0.83943,                0.71673,                0.26727,                 1.1728,                 3.5354,                 2.4119,              0.0033239,              0.0033239,              0.0033239
                      2,                 1.3224,                 2.1424,                 1.8696,                0.90097,                 0.9107,                0.98591,                0.65241,                 0.9113,                 2.2576,                 1.7992,               0.006644,               0.006644,               0.006644
                      3,                 1.3209,                 1.3729,                 1.8559,                0.87286,                    0.7,                0.90833,                0.62952,                0.94298,                 1.6826,                 1.8485,               0.009951,               0.009951,               0.009951
                      4,                 1.3025,                 1.1755,                  1.869,                0.89425,                      1,                0.98591,                0.65369,                 1.0281,                 0.9153,                 1.8473,              0.0099406,              0.0099406,              0.0099406
                      5,                 1.2205,                  1.006,                 1.7785,                0.99255,                      1,                  0.995,                0.89624,                0.58586,                0.61338,                 1.3894,              0.0099406,              0.0099406,              0.0099406
                      6,                 1.1674,                0.93542,                 1.7349,                0.95253,                      1,                  0.995,                0.76558,                0.90918,                0.95501,                 1.5111,              0.0099208,              0.0099208,              0.0099208
                      7,                  1.128,                0.87611,                 1.6667,                0.99143,                      1,                  0.995,                0.88743,                0.45591,                0.49544,                 1.1557,               0.009901,               0.009901,               0.009901
                      8,                 1.1116,                0.83847,                 1.6491,                0.99123,                      1,                  0.995,                0.92181,                0.45283,                0.48035,                 1.2404,              0.0098812,              0.0098812,              0.0098812
                      9,                 1.0648,                0.80219,                 1.6134,                0.98967,                      1,                  0.995,                0.85242,                0.65749,                0.45407,                 1.6142,              0.0098614,              0.0098614,              0.0098614
                     10,                 1.0359,                0.76679,                 1.5761,                0.99316,                      1,                  0.995,                0.93553,                0.40314,                0.39803,                 1.0931,              0.0098416,              0.0098416,              0.0098416
                     11,                 1.0197,                0.76284,                 1.5672,                 0.9948,                      1,                  0.995,                0.91741,                0.33405,                0.38798,                 1.0097,              0.0098218,              0.0098218,              0.0098218
                     12,                 1.0124,                0.74382,                 1.5528,                0.98282,                      1,                  0.995,                0.75426,                0.71347,                0.47344,                 1.2981,               0.009802,               0.009802,               0.009802
                     13,                0.99429,                0.71508,                 1.5314,                0.99488,                      1,                  0.995,                0.89142,                0.49125,                0.31095,                 1.2974,              0.0097822,              0.0097822,              0.0097822
                     14,                0.97773,                 0.7019,                 1.5147,                0.97984,                      1,                  0.995,                0.87526,                  0.364,                0.51203,                 1.0326,              0.0097624,              0.0097624,              0.0097624
                     15,                 0.9959,                0.72004,                 1.5179,                 0.9847,                      1,                  0.995,                0.91663,                 0.4049,                0.42346,                 1.1744,              0.0097426,              0.0097426,              0.0097426
                     16,                0.95604,                0.68236,                 1.4856,                0.99341,                      1,                  0.995,                0.91507,                0.37127,                  0.321,                0.97477,              0.0097228,              0.0097228,              0.0097228
                     17,                0.95122,                0.67835,                 1.4727,                0.99245,                      1,                  0.995,                0.94338,                0.40985,                0.38469,                 1.0685,               0.009703,               0.009703,               0.009703
                     18,                 0.9372,                0.66957,                 1.4674,                0.99438,                      1,                  0.995,                0.95249,                0.32009,                0.27334,                 1.0901,              0.0096832,              0.0096832,              0.0096832
                     19,                0.93196,                0.65261,                 1.4558,                0.99287,                      1,                  0.995,                0.94958,                0.39091,                0.39638,                 1.0668,              0.0096634,              0.0096634,              0.0096634
                     20,                0.92014,                0.65068,                 1.4498,                0.99366,                      1,                  0.995,                0.90027,                0.58609,                0.40673,                 1.2049,              0.0096436,              0.0096436,              0.0096436
                     21,                0.92055,                0.62998,                 1.4354,                0.99414,                      1,                  0.995,                0.94139,                0.36934,                 0.3252,                 1.0764,              0.0096238,              0.0096238,              0.0096238
                     22,                 0.9079,                 0.6358,                 1.4335,                 0.9922,                      1,                  0.995,                0.89746,                0.43437,                0.26693,                 1.1145,               0.009604,               0.009604,               0.009604
                     23,                0.90373,                0.62754,                 1.4147,                0.99506,                      1,                  0.995,                0.91243,                0.37601,                0.28906,                 1.1547,              0.0095842,              0.0095842,              0.0095842
                     24,                 0.9307,                0.63574,                 1.4244,                0.98331,                      1,                  0.995,                0.94277,                0.42298,                0.52138,                 1.1332,              0.0095644,              0.0095644,              0.0095644
                     25,                0.90962,                0.62751,                 1.4186,                0.99357,                      1,                  0.995,                  0.995,                0.26458,                0.25628,                0.96369,              0.0095446,              0.0095446,              0.0095446
                     26,                0.90111,                0.61053,                 1.4202,                0.99519,                      1,                  0.995,                0.97327,                0.29377,                0.25842,                0.94367,              0.0095248,              0.0095248,              0.0095248
                     27,                0.88104,                0.61093,                 1.3904,                0.99476,                      1,                  0.995,                  0.995,                0.24217,                0.24518,                0.92661,               0.009505,               0.009505,               0.009505
                     28,                0.90163,                 0.6114,                 1.4055,                0.99459,                      1,                  0.995,                0.91467,                0.40342,                0.27966,                 1.0334,              0.0094852,              0.0094852,              0.0094852
                     29,                0.87982,                0.59347,                 1.3823,                0.99422,                      1,                  0.995,                0.98599,                0.26241,                0.24526,                0.95882,              0.0094654,              0.0094654,              0.0094654
                     30,                0.89055,                0.58724,                 1.3825,                0.99484,                      1,                  0.995,                 0.9539,                 0.2308,                0.21296,                0.95562,              0.0094456,              0.0094456,              0.0094456
                     31,                0.88348,                0.58265,                 1.3778,                0.99385,                      1,                  0.995,                 0.9382,                0.33651,                0.25838,                0.98762,              0.0094258,              0.0094258,              0.0094258
                     32,                0.85582,                0.57826,                 1.3661,                0.99295,                      1,                  0.995,                0.94157,                 0.2866,                0.25336,                0.98756,               0.009406,               0.009406,               0.009406
                     33,                0.87715,                0.57293,                 1.3716,                0.99463,                      1,                  0.995,                0.96617,                0.28448,                 0.2426,                0.95715,              0.0093862,              0.0093862,              0.0093862
                     34,                 0.8574,                0.56178,                 1.3739,                 0.9949,                      1,                  0.995,                0.90979,                0.41336,                0.29748,                 1.1006,              0.0093664,              0.0093664,              0.0093664
                     35,                0.86011,                0.56731,                 1.3649,                0.99502,                      1,                  0.995,                 0.9766,                0.32311,                0.22532,                 1.0058,              0.0093466,              0.0093466,              0.0093466
                     36,                0.85629,                0.56174,                 1.3599,                0.99196,                      1,                  0.995,                0.97011,                0.25664,                0.22736,                0.95164,              0.0093268,              0.0093268,              0.0093268
                     37,                0.86129,                0.56883,                   1.35,                0.99477,                      1,                  0.995,                0.97482,                0.24659,                0.21117,                0.92288,               0.009307,               0.009307,               0.009307
                     38,                0.85621,                0.57427,                 1.3573,                0.98588,                      1,                  0.995,                0.90904,                0.37369,                0.30842,                 1.0231,              0.0092872,              0.0092872,              0.0092872
                     39,                0.84693,                0.55112,                 1.3439,                0.99419,                      1,                  0.995,                0.96588,                0.29129,                0.24114,                 0.9299,              0.0092674,              0.0092674,              0.0092674
                     40,                0.83595,                0.54215,                 1.3403,                0.98793,                      1,                  0.995,                0.96833,                0.35453,                0.31253,                 1.2275,              0.0092476,              0.0092476,              0.0092476
                     41,                0.84149,                0.54704,                 1.3374,                0.99498,                      1,                  0.995,                0.98115,                0.25903,                0.19317,                 0.9928,              0.0092278,              0.0092278,              0.0092278
                     42,                0.84758,                0.55203,                 1.3464,                0.99449,                      1,                  0.995,                0.96963,                0.26233,                0.25789,                0.92066,               0.009208,               0.009208,               0.009208
                     43,                 0.8217,                0.53006,                 1.3232,                0.99518,                      1,                  0.995,                 0.9303,                0.34901,                0.24626,                 1.0629,              0.0091882,              0.0091882,              0.0091882
                     44,                0.84738,                0.54613,                 1.3292,                0.99489,                      1,                  0.995,                0.97633,                0.30488,                0.22681,                 1.0134,              0.0091684,              0.0091684,              0.0091684
                     45,                0.83387,                0.53775,                 1.3259,                0.99475,                      1,                  0.995,                0.96918,                0.25947,                0.22881,                0.98817,              0.0091486,              0.0091486,              0.0091486
                     46,                0.83395,                0.53742,                 1.3351,                 0.9946,                      1,                  0.995,                0.97096,                 0.2561,                0.23213,                0.91437,              0.0091288,              0.0091288,              0.0091288
                     47,                0.83826,                0.53684,                  1.331,                0.99496,                      1,                  0.995,                0.97744,                  0.325,                0.23399,                 1.0621,               0.009109,               0.009109,               0.009109
                     48,                0.83039,                0.54252,                 1.3325,                0.99462,                      1,                  0.995,                0.95254,                0.30662,                0.22924,                0.98842,              0.0090892,              0.0090892,              0.0090892
                     49,                0.81605,                0.52457,                 1.3181,                0.99504,                      1,                  0.995,                0.98181,                0.22922,                0.20025,                0.94093,              0.0090694,              0.0090694,              0.0090694
                     50,                0.82355,                0.53062,                 1.3213,                0.99491,                      1,                  0.995,                0.96326,                0.25601,                0.20123,                0.91663,              0.0090496,              0.0090496,              0.0090496
                     51,                0.81316,                0.52083,                 1.3086,                 0.9918,                      1,                  0.995,                0.98541,                0.23215,                0.24274,                0.90914,              0.0090298,              0.0090298,              0.0090298
                     52,                0.82647,                0.52162,                 1.3185,                0.99468,                      1,                  0.995,                0.98641,                0.22897,                0.23009,                0.90782,                0.00901,                0.00901,                0.00901
                     53,                0.80353,                 0.5113,                 1.3154,                0.99394,                      1,                  0.995,                 0.9835,                0.25266,                0.23792,                0.95017,              0.0089902,              0.0089902,              0.0089902
                     54,                0.82785,                0.52372,                 1.3096,                0.99065,                      1,                  0.995,                0.98615,                0.23539,                0.23107,                0.89584,              0.0089704,              0.0089704,              0.0089704
                     55,                0.80248,                0.51306,                 1.3015,                0.99505,                      1,                  0.995,                0.98264,                 0.2535,                0.21287,                0.91336,              0.0089506,              0.0089506,              0.0089506
                     56,                0.81638,                0.53285,                   1.31,                0.99516,                      1,                  0.995,                  0.995,                0.23186,                0.21866,                0.90205,              0.0089308,              0.0089308,              0.0089308
                     57,                0.81527,                0.52388,                 1.3062,                0.99515,                      1,                  0.995,                0.97772,                 0.2658,                0.21968,                0.91777,               0.008911,               0.008911,               0.008911
                     58,                0.81715,                0.52229,                 1.3058,                0.99457,                      1,                  0.995,                0.98398,                0.21861,                0.20975,                0.91673,              0.0088912,              0.0088912,              0.0088912
                     59,                0.81754,                0.52082,                 1.3102,                0.99471,                      1,                  0.995,                0.97317,                0.27004,                0.23503,                0.94028,              0.0088714,              0.0088714,              0.0088714
                     60,                0.81487,                0.51725,                 1.2976,                0.99303,                      1,                  0.995,                0.96886,                0.23965,                0.23128,                0.91668,              0.0088516,              0.0088516,              0.0088516
                     61,                0.79248,                0.50381,                 1.2884,                0.99483,                      1,                  0.995,                0.98775,                0.26332,                 0.2338,                0.94124,              0.0088318,              0.0088318,              0.0088318
                     62,                0.79628,                0.49866,                 1.2794,                0.99507,                      1,                  0.995,                  0.995,                0.21054,                 0.2132,                0.86882,               0.008812,               0.008812,               0.008812
                     63,                0.78878,                0.49595,                 1.2839,                0.99498,                      1,                  0.995,                0.96436,                0.24162,                0.22427,                0.88072,              0.0087922,              0.0087922,              0.0087922
                     64,                0.79751,                0.51159,                 1.2956,                0.99461,                      1,                  0.995,                0.97409,                0.21413,                0.19233,                0.86021,              0.0087724,              0.0087724,              0.0087724
                     65,                 0.7921,                0.49525,                 1.2864,                0.99524,                      1,                  0.995,                0.98761,                0.23189,                0.18716,                 0.9137,              0.0087526,              0.0087526,              0.0087526
                     66,                0.79666,                0.49786,                 1.2902,                0.99491,                      1,                  0.995,                0.98441,                0.26735,                0.20936,                0.91303,              0.0087328,              0.0087328,              0.0087328
                     67,                0.79095,                0.50747,                 1.2866,                0.99009,                      1,                  0.995,                0.98615,                0.26646,                0.21092,                0.91256,               0.008713,               0.008713,               0.008713
                     68,                0.78536,                0.49195,                 1.2785,                0.99465,                      1,                  0.995,                0.98365,                0.22366,                0.18723,                0.87732,              0.0086932,              0.0086932,              0.0086932
                     69,                0.77728,                0.48433,                 1.2786,                0.99515,                      1,                  0.995,                0.97542,                0.29121,                0.23926,                0.90167,              0.0086734,              0.0086734,              0.0086734
                     70,                0.79389,                0.49384,                 1.2848,                      1,                      1,                  0.995,                0.97363,                0.32515,                0.22187,                0.93599,              0.0086536,              0.0086536,              0.0086536
                     71,                0.78463,                0.49164,                 1.2637,                0.99506,                      1,                  0.995,                 0.9895,                0.18887,                0.17747,                0.86422,              0.0086338,              0.0086338,              0.0086338
                     72,                0.77381,                0.48383,                 1.2659,                      1,                      1,                  0.995,                0.98995,                0.23248,                0.21273,                0.87985,               0.008614,               0.008614,               0.008614
                     73,                 0.7818,                0.48548,                  1.283,                0.99496,                      1,                  0.995,                0.97751,                0.21937,                0.18126,                0.86376,              0.0085942,              0.0085942,              0.0085942
                     74,                0.78409,                0.48128,                 1.2705,                0.99489,                      1,                  0.995,                 0.9883,                 0.2414,                0.20733,                0.91575,              0.0085744,              0.0085744,              0.0085744
                     75,                0.77157,                0.47664,                 1.2798,                0.99497,                      1,                  0.995,                0.98791,                 0.2306,                0.18205,                0.90392,              0.0085546,              0.0085546,              0.0085546
                     76,                 0.7881,                0.48468,                 1.2722,                0.99496,                      1,                  0.995,                0.97406,                0.24265,                0.18509,                0.87195,              0.0085348,              0.0085348,              0.0085348
                     77,                0.77669,                0.47914,                 1.2771,                      1,                      1,                  0.995,                0.98995,                0.18692,                0.18856,                0.86572,               0.008515,               0.008515,               0.008515
                     78,                0.77805,                0.48262,                 1.2733,                      1,                      1,                  0.995,                0.98995,                0.26461,                0.22783,                0.88317,              0.0084952,              0.0084952,              0.0084952
                     79,                0.78109,                0.47947,                 1.2696,                0.99517,                      1,                  0.995,                  0.995,                0.22347,                0.19033,                0.89075,              0.0084754,              0.0084754,              0.0084754
                     80,                0.76607,                 0.4867,                 1.2604,                 0.9949,                      1,                  0.995,                  0.995,                0.26367,                0.18828,                0.88945,              0.0084556,              0.0084556,              0.0084556
                     81,                0.76919,                0.47464,                 1.2581,                0.99495,                      1,                  0.995,                  0.995,                0.19784,                0.18939,                0.87604,              0.0084358,              0.0084358,              0.0084358
                     82,                0.77586,                 0.4841,                 1.2727,                0.99508,                      1,                  0.995,                  0.995,                 0.2213,                0.16354,                0.87811,               0.008416,               0.008416,               0.008416
                     83,                0.76441,                0.46177,                 1.2552,                      1,                      1,                  0.995,                0.98895,                0.19408,                0.15348,                 0.8901,              0.0083962,              0.0083962,              0.0083962
                     84,                0.77261,                 0.4777,                 1.2589,                0.99503,                      1,                  0.995,                0.98912,                0.18322,                0.16209,                0.88097,              0.0083764,              0.0083764,              0.0083764
                     85,                0.75897,                0.46855,                 1.2597,                0.99491,                      1,                  0.995,                0.98025,                0.21442,                 0.1717,                0.89082,              0.0083566,              0.0083566,              0.0083566
                     86,                0.75616,                0.46398,                 1.2618,                0.99513,                      1,                  0.995,                0.98881,                0.21346,                0.18815,                0.87608,              0.0083368,              0.0083368,              0.0083368
                     87,                0.77564,                0.46454,                 1.2487,                0.99527,                      1,                  0.995,                0.98854,                0.20357,                0.17821,                0.87785,               0.008317,               0.008317,               0.008317
                     88,                0.77773,                0.49313,                 1.2663,                0.99501,                      1,                  0.995,                 0.9895,                0.19338,                0.17574,                0.85746,              0.0082972,              0.0082972,              0.0082972
                     89,                0.77162,                0.47832,                 1.2597,                0.99503,                      1,                  0.995,                0.98854,                 0.2231,                0.18931,                0.89854,              0.0082774,              0.0082774,              0.0082774
                     90,                0.75197,                0.46415,                 1.2574,                0.99513,                      1,                  0.995,                  0.995,                0.20637,                0.18037,                0.89049,              0.0082576,              0.0082576,              0.0082576
                     91,                0.76032,                0.45867,                 1.2536,                0.99503,                      1,                  0.995,                  0.995,                0.16986,                0.15149,                0.85194,              0.0082378,              0.0082378,              0.0082378
                     92,                0.77036,                0.47123,                 1.2573,                0.99498,                      1,                  0.995,                  0.995,                 0.2022,                0.16719,                0.85447,               0.008218,               0.008218,               0.008218
                     93,                0.75324,                0.46405,                 1.2506,                0.99497,                      1,                  0.995,                  0.995,                0.20549,                0.15737,                 0.8656,              0.0081982,              0.0081982,              0.0081982
                     94,                0.76263,                0.45757,                 1.2467,                      1,                      1,                  0.995,                0.98995,                 0.1732,                0.16907,                0.85093,              0.0081784,              0.0081784,              0.0081784
                     95,                0.74564,                0.46052,                 1.2481,                0.99503,                      1,                  0.995,                 0.9885,                 0.2154,                0.18556,                0.88217,              0.0081586,              0.0081586,              0.0081586
                     96,                0.75586,                0.46624,                 1.2604,                0.99496,                      1,                  0.995,                0.98709,                0.22005,                0.19246,                0.87597,              0.0081388,              0.0081388,              0.0081388
                     97,                0.75326,                0.46538,                 1.2472,                      1,                      1,                  0.995,                0.98995,                0.19115,                0.15938,                 0.8489,               0.008119,               0.008119,               0.008119
                     98,                0.75524,                0.47055,                 1.2418,                      1,                      1,                  0.995,                0.98495,                0.20065,                0.16988,                0.85019,              0.0080992,              0.0080992,              0.0080992
                     99,                0.75491,                 0.4615,                 1.2394,                0.99522,                      1,                  0.995,                  0.995,                0.20722,                0.18486,                0.87737,              0.0080794,              0.0080794,              0.0080794
                    100,                0.74327,                0.45889,                 1.2429,                0.99519,                      1,                  0.995,                  0.995,                0.19847,                0.17856,                0.86059,              0.0080596,              0.0080596,              0.0080596
                    101,                0.75183,                0.45815,                 1.2339,                0.99497,                      1,                  0.995,                0.97959,                0.20419,                0.17105,                0.84011,              0.0080398,              0.0080398,              0.0080398
                    102,                0.73854,                0.45462,                 1.2341,                0.99515,                      1,                  0.995,                0.98854,                0.17125,                0.20196,                0.84871,                0.00802,                0.00802,                0.00802
                    103,                0.74461,                0.45719,                 1.2458,                0.99521,                      1,                  0.995,                0.98912,                0.21801,                 0.1665,                0.87175,              0.0080002,              0.0080002,              0.0080002
                    104,                0.75194,                0.46374,                  1.235,                0.99477,                      1,                  0.995,                0.98055,                0.20001,                0.21271,                0.86541,              0.0079804,              0.0079804,              0.0079804
                    105,                0.76079,                0.46224,                 1.2497,                0.99491,                      1,                  0.995,                0.98854,                0.21881,                0.19136,                0.87676,              0.0079606,              0.0079606,              0.0079606
                    106,                0.75717,                0.46151,                 1.2306,                0.99501,                      1,                  0.995,                 0.9865,                0.18479,                0.17992,                0.84431,              0.0079408,              0.0079408,              0.0079408
                    107,                0.74647,                0.45953,                 1.2405,                0.99512,                      1,                  0.995,                 0.9883,                0.18545,                0.16265,                0.84333,               0.007921,               0.007921,               0.007921
                    108,                0.76848,                0.46119,                 1.2442,                0.99505,                      1,                  0.995,                0.98881,                0.18638,                0.18405,                0.85266,              0.0079012,              0.0079012,              0.0079012
                    109,                0.74979,                0.45417,                 1.2338,                0.99514,                      1,                  0.995,                0.98854,                0.17842,                0.17112,                0.85114,              0.0078814,              0.0078814,              0.0078814
                    110,                0.75298,                0.45433,                 1.2261,                0.99523,                      1,                  0.995,                0.98055,                0.18204,                0.16544,                0.84431,              0.0078616,              0.0078616,              0.0078616
                    111,                0.74885,                0.45631,                 1.2291,                0.99504,                      1,                  0.995,                  0.995,                0.15877,                0.15245,                0.84426,              0.0078418,              0.0078418,              0.0078418
                    112,                0.75007,                0.44769,                 1.2354,                0.99497,                      1,                  0.995,                  0.995,                0.22789,                0.16679,                0.89626,               0.007822,               0.007822,               0.007822
                    113,                0.74165,                0.43973,                 1.2279,                      1,                      1,                  0.995,                  0.995,                0.20796,                0.18214,                0.87075,              0.0078022,              0.0078022,              0.0078022
                    114,                0.74088,                0.44539,                 1.2207,                      1,                      1,                  0.995,                0.98495,                0.21595,                0.17504,                 0.8759,              0.0077824,              0.0077824,              0.0077824
                    115,                0.75625,                0.45437,                 1.2418,                0.99505,                      1,                  0.995,                0.98912,                0.20568,                0.18083,                0.85806,              0.0077626,              0.0077626,              0.0077626
                    116,                0.75456,                0.45865,                 1.2387,                0.99499,                      1,                  0.995,                0.98912,                0.25557,                0.18494,                0.91605,              0.0077428,              0.0077428,              0.0077428
                    117,                0.74841,                0.45551,                 1.2315,                0.99509,                      1,                  0.995,                0.98854,                0.21794,                0.18698,                0.88211,               0.007723,               0.007723,               0.007723
                    118,                0.75144,                0.45734,                 1.2255,                      1,                      1,                  0.995,                0.98995,                0.19447,                0.17836,                0.87177,              0.0077032,              0.0077032,              0.0077032
                    119,                0.73884,                0.44624,                 1.2254,                0.99513,                      1,                  0.995,                 0.9895,                0.18516,                0.16369,                0.85928,              0.0076834,              0.0076834,              0.0076834
                    120,                0.75429,                0.46232,                 1.2316,                0.99506,                      1,                  0.995,                  0.995,                 0.1905,                0.16033,                0.84458,              0.0076636,              0.0076636,              0.0076636
                    121,                 0.7466,                0.45055,                 1.2234,                0.99495,                      1,                  0.995,                0.98791,                0.19128,                0.16768,                0.84996,              0.0076438,              0.0076438,              0.0076438
                    122,                0.72449,                0.44713,                 1.2201,                0.99523,                      1,                  0.995,                 0.9883,                0.19677,                0.15241,                0.86422,               0.007624,               0.007624,               0.007624
                    123,                0.74544,                0.45063,                 1.2279,                0.99511,                      1,                  0.995,                 0.9883,                0.19998,                0.16252,                  0.871,              0.0076042,              0.0076042,              0.0076042
                    124,                0.73564,                0.43697,                 1.2189,                  0.995,                      1,                  0.995,                0.98736,                0.18028,                0.15755,                0.82795,              0.0075844,              0.0075844,              0.0075844
                    125,                0.73207,                0.44748,                 1.2273,                      1,                      1,                  0.995,                0.98895,                0.22462,                0.19676,                0.89158,              0.0075646,              0.0075646,              0.0075646
                    126,                0.73419,                0.43506,                 1.2357,                0.99515,                      1,                  0.995,                0.98912,                0.21701,                0.18669,                0.86405,              0.0075448,              0.0075448,              0.0075448
                    127,                0.73105,                0.44602,                 1.2324,                0.99517,                      1,                  0.995,                 0.9895,                0.21268,                0.15735,                0.86654,               0.007525,               0.007525,               0.007525
                    128,                0.73214,                0.43509,                 1.2192,                      1,                      1,                  0.995,                0.98595,                0.21388,                0.16552,                 0.8455,              0.0075052,              0.0075052,              0.0075052
                    129,                0.73237,                0.44213,                 1.2147,                0.99504,                      1,                  0.995,                 0.9895,                0.16881,                0.15798,                0.83178,              0.0074854,              0.0074854,              0.0074854
                    130,                 0.7374,                0.44054,                 1.2109,                0.99507,                      1,                  0.995,                0.98775,                0.17331,                 0.1467,                0.82136,              0.0074656,              0.0074656,              0.0074656
                    131,                0.73707,                0.44109,                 1.2114,                0.99505,                      1,                  0.995,                0.98912,                0.16518,                 0.1446,                0.82206,              0.0074458,              0.0074458,              0.0074458
                    132,                0.73647,                0.43901,                 1.2131,                0.99512,                      1,                  0.995,                  0.995,                 0.1603,                0.14603,                0.81684,               0.007426,               0.007426,               0.007426
                    133,                0.72612,                0.43883,                 1.2096,                0.99504,                      1,                  0.995,                0.98812,                0.15495,                 0.1509,                0.81916,              0.0074062,              0.0074062,              0.0074062
                    134,                0.72973,                0.43959,                 1.2147,                      1,                      1,                  0.995,                  0.995,                0.16613,                0.17872,                0.83977,              0.0073864,              0.0073864,              0.0073864
                    135,                0.72067,                0.42964,                 1.2132,                      1,                      1,                  0.995,                  0.995,                0.16635,                0.17418,                0.83257,              0.0073666,              0.0073666,              0.0073666
                    136,                0.71853,                0.43545,                 1.2086,                      1,                      1,                  0.995,                  0.995,                0.16523,                0.17541,                0.82861,              0.0073468,              0.0073468,              0.0073468
                    137,                0.72487,                0.43464,                 1.2159,                0.99504,                      1,                  0.995,                0.98781,                0.16409,                0.15443,                0.82962,               0.007327,               0.007327,               0.007327
                    138,                0.74104,                 0.4353,                 1.2149,                0.99508,                      1,                  0.995,                  0.995,                 0.1478,                0.16695,                0.81862,              0.0073072,              0.0073072,              0.0073072
                    139,                0.73979,                0.44019,                 1.2167,                0.99503,                      1,                  0.995,                0.98912,                0.15635,                0.17228,                 0.8314,              0.0072874,              0.0072874,              0.0072874
                    140,                0.72097,                0.43986,                 1.2142,                0.99505,                      1,                  0.995,                  0.995,                 0.1656,                  0.147,                0.83391,              0.0072676,              0.0072676,              0.0072676
                    141,                0.72293,                0.43393,                 1.2128,                0.99505,                      1,                  0.995,                 0.9895,                0.16138,                0.13574,                0.83346,              0.0072478,              0.0072478,              0.0072478
                    142,                0.71923,                0.43539,                 1.2192,                0.99506,                      1,                  0.995,                0.98055,                 0.1636,                 0.1637,                0.81856,               0.007228,               0.007228,               0.007228
                    143,                 0.7254,                 0.4349,                  1.201,                0.99502,                      1,                  0.995,                0.98912,                0.16821,                0.14816,                0.82981,              0.0072082,              0.0072082,              0.0072082
                    144,                0.72167,                0.42299,                 1.2077,                0.99515,                      1,                  0.995,                  0.995,                0.16213,                  0.143,                0.83039,              0.0071884,              0.0071884,              0.0071884
                    145,                0.71813,                0.42382,                 1.2005,                0.99513,                      1,                  0.995,                 0.9895,                0.15374,                0.14956,                0.82218,              0.0071686,              0.0071686,              0.0071686
                    146,                0.72411,                0.43173,                   1.21,                  0.995,                      1,                  0.995,                0.98881,                0.16075,                0.15095,                0.81177,              0.0071488,              0.0071488,              0.0071488
                    147,                0.71456,                0.42303,                 1.2026,                0.99519,                      1,                  0.995,                0.98912,                0.15331,                0.14687,                0.82363,               0.007129,               0.007129,               0.007129
                    148,                0.72332,                0.42908,                 1.1979,                0.99513,                      1,                  0.995,                0.98713,                0.17739,                0.16342,                0.84975,              0.0071092,              0.0071092,              0.0071092
                    149,                0.72262,                0.42931,                 1.2068,                0.99514,                      1,                  0.995,                0.98809,                0.20774,                 0.1588,                0.87575,              0.0070894,              0.0070894,              0.0070894
                    150,                 0.7256,                0.43475,                 1.2036,                0.99505,                      1,                  0.995,                0.98854,                 0.2124,                0.15643,                0.86349,              0.0070696,              0.0070696,              0.0070696
                    151,                0.72462,                0.42914,                 1.2065,                0.99499,                      1,                  0.995,                 0.9883,                0.19335,                0.14408,                0.85166,              0.0070498,              0.0070498,              0.0070498
                    152,                 0.7175,                0.42604,                 1.2058,                0.99511,                      1,                  0.995,                0.98809,                0.18264,                0.14001,                0.83483,                0.00703,                0.00703,                0.00703
                    153,                0.71534,                0.42007,                 1.1967,                0.99511,                      1,                  0.995,                0.98513,                0.17529,                0.14101,                0.85311,              0.0070102,              0.0070102,              0.0070102
                    154,                0.72543,                0.43173,                  1.203,                0.99503,                      1,                  0.995,                 0.9885,                0.17747,                0.12627,                0.84551,              0.0069904,              0.0069904,              0.0069904
                    155,                0.71078,                0.41953,                 1.1926,                 0.9951,                      1,                  0.995,                  0.995,                0.19715,                0.14231,                 0.8363,              0.0069706,              0.0069706,              0.0069706
                    156,                0.70849,                0.41516,                 1.1989,                      1,                      1,                  0.995,                  0.995,                0.17557,                0.15421,                0.83374,              0.0069508,              0.0069508,              0.0069508
                    157,                0.72159,                0.42893,                 1.1998,                0.99507,                      1,                  0.995,                 0.9895,                0.14415,                0.15257,                0.81603,               0.006931,               0.006931,               0.006931
                    158,                0.71304,                0.42082,                  1.204,                0.99506,                      1,                  0.995,                0.98912,                0.15822,                0.14163,                0.83286,              0.0069112,              0.0069112,              0.0069112
                    159,                 0.7094,                0.41355,                 1.2016,                0.99502,                      1,                  0.995,                0.98912,                 0.1547,                 0.1573,                 0.8343,              0.0068914,              0.0068914,              0.0068914
                    160,                0.69943,                0.42359,                 1.1922,                0.99507,                      1,                  0.995,                0.98912,                0.14266,                0.14869,                0.82147,              0.0068716,              0.0068716,              0.0068716
                    161,                0.71398,                0.43934,                 1.1941,                0.99516,                      1,                  0.995,                0.98854,                0.14941,                 0.1765,                0.82428,              0.0068518,              0.0068518,              0.0068518
                    162,                0.71669,                0.41942,                 1.1915,                0.99521,                      1,                  0.995,                0.98854,                 0.1416,                0.13865,                0.81334,               0.006832,               0.006832,               0.006832
                    163,                0.70592,                0.42407,                 1.1939,                 0.9951,                      1,                  0.995,                  0.995,                 0.1639,                0.15716,                0.82209,              0.0068122,              0.0068122,              0.0068122
                    164,                0.71038,                0.42099,                 1.1971,                0.99516,                      1,                  0.995,                  0.995,                 0.1387,                0.13685,                0.81599,              0.0067924,              0.0067924,              0.0067924
