                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.75151,                 1.7466,                 1.2934,                0.98083,                      1,                  0.995,                0.84318,                0.71648,                  1.849,                 1.5247,              0.0014456,              0.0014456,              0.0014456
                     31,                0.80932,                  1.915,                 1.3886,                0.99713,                      1,                  0.995,                0.82189,                0.74779,                 1.7222,                 1.5638,              0.0014258,              0.0014258,              0.0014258
                     32,                0.76934,                 1.7843,                 1.3026,                0.99803,                      1,                  0.995,                 0.8627,                0.68124,                 1.5217,                 1.4818,               0.001406,               0.001406,               0.001406
                     33,                0.84484,                  1.708,                 1.3108,                0.89719,                0.97436,                0.96891,                0.80663,                0.77814,                  1.729,                 1.5969,              0.0013862,              0.0013862,              0.0013862
                     34,                0.79665,                 1.6453,                 1.3351,                0.78542,                0.93863,                0.92012,                0.77671,                0.76929,                 1.7811,                 1.5957,              0.0013664,              0.0013664,              0.0013664
                     35,                0.84128,                 1.7443,                 1.3693,                0.99843,                      1,                  0.995,                0.79237,                0.70698,                  1.402,                 1.5251,              0.0013466,              0.0013466,              0.0013466
                     36,                0.77325,                 1.5384,                 1.2887,                0.99798,                      1,                  0.995,                0.82442,                0.72914,                 1.1325,                 1.5082,              0.0013268,              0.0013268,              0.0013268
                     37,                0.81121,                 1.5772,                 1.2695,                0.99832,                      1,                  0.995,                0.86323,                0.68166,                 1.0414,                 1.4753,               0.001307,               0.001307,               0.001307
                     38,                 0.7135,                 1.3572,                 1.2332,                0.99839,                      1,                  0.995,                0.82263,                0.70044,                 1.0289,                 1.4281,              0.0012872,              0.0012872,              0.0012872
                     39,                0.75756,                 1.4126,                 1.2386,                0.99838,                      1,                  0.995,                0.84642,                0.60878,                 1.0057,                 1.4118,              0.0012674,              0.0012674,              0.0012674
                     40,                0.71293,                 1.3157,                 1.2124,                0.99832,                      1,                  0.995,                0.88139,                0.60579,                 1.0347,                 1.4215,              0.0012476,              0.0012476,              0.0012476
                     41,                0.65106,                 1.2088,                 1.1925,                0.99824,                      1,                  0.995,                0.81498,                0.74558,                 1.0578,                 1.4404,              0.0012278,              0.0012278,              0.0012278
                     42,                0.72247,                 1.2165,                  1.206,                0.99808,                      1,                  0.995,                0.83562,                0.67464,                0.96636,                 1.4319,               0.001208,               0.001208,               0.001208
                     43,                0.65774,                 1.1066,                 1.1312,                0.99831,                      1,                  0.995,                0.85276,                 0.6564,                0.97642,                 1.4186,              0.0011882,              0.0011882,              0.0011882
                     44,                0.71107,                 1.1702,                 1.1901,                 0.9982,                      1,                  0.995,                0.78343,                 0.7899,                 1.0002,                 1.5768,              0.0011684,              0.0011684,              0.0011684
                     45,                0.72692,                 1.2176,                 1.2608,                0.99807,                      1,                  0.995,                0.78507,                0.77734,                0.97099,                 1.5489,              0.0011486,              0.0011486,              0.0011486
                     46,                0.67193,                 1.1569,                 1.2267,                0.99671,                      1,                  0.995,                0.83003,                0.71562,                0.95354,                 1.6011,              0.0011288,              0.0011288,              0.0011288
                     47,                0.66949,                 1.1237,                 1.2081,                0.99632,                      1,                  0.995,                0.89662,                0.59295,                0.87667,                 1.4117,               0.001109,               0.001109,               0.001109
                     48,                0.63329,                 1.0174,                 1.2058,                0.99768,                      1,                  0.995,                0.89196,                0.58058,                0.81555,                 1.3963,              0.0010892,              0.0010892,              0.0010892
                     49,                 0.6783,                 1.1088,                 1.2149,                0.99771,                      1,                  0.995,                0.87641,                0.62866,                0.81128,                 1.4272,              0.0010694,              0.0010694,              0.0010694
                     50,                0.66257,                 1.0195,                  1.214,                0.99806,                      1,                  0.995,                0.81655,                0.73672,                0.83339,                 1.5725,              0.0010496,              0.0010496,              0.0010496
                     51,                0.67945,                 1.0272,                  1.225,                0.99768,                      1,                  0.995,                0.89427,                0.61203,                0.77299,                 1.4335,              0.0010298,              0.0010298,              0.0010298
                     52,                0.70956,                0.96187,                 1.1934,                0.98945,                      1,                  0.995,                0.84044,                0.67044,                0.83367,                 1.5176,                0.00101,                0.00101,                0.00101
                     53,                0.71227,                0.99439,                 1.2136,                0.99739,                      1,                  0.995,                0.85632,                0.63205,                0.81117,                 1.4416,              0.0009902,              0.0009902,              0.0009902
                     54,                0.63746,                0.89791,                 1.1914,                0.99832,                      1,                  0.995,                0.88966,                0.58099,                 0.7318,                 1.4149,              0.0009704,              0.0009704,              0.0009704
                     55,                0.71904,                 1.0041,                 1.2289,                0.99801,                      1,                  0.995,                0.88327,                0.56393,                0.65954,                 1.4685,              0.0009506,              0.0009506,              0.0009506
                     56,                  0.636,                0.85793,                 1.1501,                0.99801,                      1,                  0.995,                0.88902,                0.59187,                 0.6145,                 1.4409,              0.0009308,              0.0009308,              0.0009308
                     57,                0.63915,                0.86871,                 1.1761,                0.99813,                      1,                  0.995,                0.88477,                0.53899,                0.63163,                 1.3755,               0.000911,               0.000911,               0.000911
                     58,                0.62895,                0.83088,                 1.1853,                0.99822,                      1,                  0.995,                0.89205,                 0.5287,                0.63437,                 1.3471,              0.0008912,              0.0008912,              0.0008912
                     59,                0.61273,                0.82923,                 1.1824,                0.99839,                      1,                  0.995,                  0.903,                0.59449,                0.62608,                 1.4229,              0.0008714,              0.0008714,              0.0008714
                     60,                 0.6115,                0.78656,                 1.1051,                 0.9983,                      1,                  0.995,                0.89611,                0.57239,                0.61766,                 1.3712,              0.0008516,              0.0008516,              0.0008516
                     61,                0.62232,                0.78545,                 1.1912,                0.99825,                      1,                  0.995,                0.88482,                0.53496,                0.61839,                 1.3148,              0.0008318,              0.0008318,              0.0008318
                     62,                0.63569,                0.81044,                 1.1171,                0.99816,                      1,                  0.995,                0.89876,                0.51081,                0.61207,                 1.2775,               0.000812,               0.000812,               0.000812
                     63,                0.62176,                0.79328,                 1.1198,                0.99828,                      1,                  0.995,                0.90222,                0.52856,                0.57634,                 1.3234,              0.0007922,              0.0007922,              0.0007922
                     64,                0.63236,                0.76864,                  1.142,                0.99827,                      1,                  0.995,                0.86307,                0.60353,                0.58643,                 1.4103,              0.0007724,              0.0007724,              0.0007724
                     65,                0.57581,                0.69942,                 1.1037,                0.99817,                      1,                  0.995,                0.89008,                0.54965,                0.54432,                 1.3627,              0.0007526,              0.0007526,              0.0007526
                     66,                0.61216,                0.71274,                 1.1327,                0.99828,                      1,                  0.995,                0.91031,                0.53786,                0.55775,                 1.3663,              0.0007328,              0.0007328,              0.0007328
                     67,                 0.5849,                0.75074,                 1.1424,                0.99835,                      1,                  0.995,                0.87819,                0.60498,                0.60534,                 1.5273,               0.000713,               0.000713,               0.000713
                     68,                0.61386,                 0.7408,                 1.1207,                0.99848,                      1,                  0.995,                0.88852,                0.54266,                0.53963,                 1.3666,              0.0006932,              0.0006932,              0.0006932
                     69,                0.53144,                  0.664,                  1.113,                0.99846,                      1,                  0.995,                 0.8859,                 0.5136,                0.55066,                 1.3514,              0.0006734,              0.0006734,              0.0006734
                     70,                 0.5735,                0.68403,                 1.1055,                0.99845,                      1,                  0.995,                0.90932,                0.50166,                0.57857,                 1.3043,              0.0006536,              0.0006536,              0.0006536
                     71,                0.62844,                0.73362,                 1.1442,                0.99847,                      1,                  0.995,                0.90898,                0.49736,                0.61143,                  1.312,              0.0006338,              0.0006338,              0.0006338
                     72,                0.57214,                0.66886,                 1.0896,                0.99853,                      1,                  0.995,                0.89775,                0.48778,                0.57773,                 1.2968,               0.000614,               0.000614,               0.000614
                     73,                0.58658,                0.69813,                 1.0907,                0.99849,                      1,                  0.995,                0.90502,                0.49828,                0.55826,                 1.2753,              0.0005942,              0.0005942,              0.0005942
                     74,                0.56022,                0.63602,                 1.0894,                0.99835,                      1,                  0.995,                0.89542,                 0.5075,                0.58026,                 1.2599,              0.0005744,              0.0005744,              0.0005744
                     75,                0.57997,                0.66558,                 1.0791,                0.99827,                      1,                  0.995,                 0.8613,                0.56369,                0.59652,                 1.3068,              0.0005546,              0.0005546,              0.0005546
                     76,                0.56365,                0.65038,                 1.0962,                0.99822,                      1,                  0.995,                0.91158,                0.50214,                 0.5649,                 1.2592,              0.0005348,              0.0005348,              0.0005348
                     77,                0.60644,                0.67486,                  1.129,                0.99815,                      1,                  0.995,                0.91165,                0.49323,                0.53886,                 1.2514,               0.000515,               0.000515,               0.000515
                     78,                0.60237,                0.65215,                 1.0745,                0.99742,                      1,                  0.995,                0.90365,                0.49928,                0.53706,                 1.2576,              0.0004952,              0.0004952,              0.0004952
                     79,                0.51378,                0.60448,                 1.0658,                0.99675,                      1,                  0.995,                0.89341,                0.48365,                0.51086,                 1.2362,              0.0004754,              0.0004754,              0.0004754
                     80,                0.61232,                0.64423,                 1.0809,                0.99637,                      1,                  0.995,                0.90737,                0.47433,                0.51385,                 1.2253,              0.0004556,              0.0004556,              0.0004556
                     81,                 0.5429,                0.63071,                 1.1072,                 0.9956,                      1,                  0.995,                 0.8964,                0.46106,                0.52981,                 1.2253,              0.0004358,              0.0004358,              0.0004358
                     82,                0.55439,                 0.6406,                 1.0976,                0.99562,                      1,                  0.995,                0.91533,                0.45038,                0.54298,                 1.2098,               0.000416,               0.000416,               0.000416
                     83,                0.50602,                0.60427,                  1.032,                0.99672,                      1,                  0.995,                0.90908,                0.44374,                0.54719,                 1.1978,              0.0003962,              0.0003962,              0.0003962
                     84,                0.55155,                0.56519,                 1.0477,                0.99798,                      1,                  0.995,                 0.9198,                0.45624,                0.52413,                 1.2104,              0.0003764,              0.0003764,              0.0003764
                     85,                0.51699,                0.60078,                 1.0899,                 0.9983,                      1,                  0.995,                0.92753,                0.45821,                0.48725,                 1.2203,              0.0003566,              0.0003566,              0.0003566
                     86,                0.50782,                 0.5802,                 1.0711,                0.99849,                      1,                  0.995,                0.92222,                0.44048,                0.48668,                  1.201,              0.0003368,              0.0003368,              0.0003368
                     87,                0.52299,                0.59068,                  1.084,                0.99853,                      1,                  0.995,                0.91736,                0.44659,                0.53032,                 1.1991,               0.000317,               0.000317,               0.000317
                     88,                0.53964,                0.59447,                  1.047,                0.99855,                      1,                  0.995,                0.92045,                0.45546,                0.52472,                 1.1991,              0.0002972,              0.0002972,              0.0002972
                     89,                0.50276,                0.55563,                 1.0201,                0.99851,                      1,                  0.995,                0.91835,                0.43675,                0.50086,                 1.1739,              0.0002774,              0.0002774,              0.0002774
                     90,                0.48042,                 0.5335,                 1.0579,                 0.9985,                      1,                  0.995,                0.92803,                0.42441,                0.48407,                 1.1616,              0.0002576,              0.0002576,              0.0002576
                     91,                0.62404,                0.82038,                 0.9688,                0.99849,                      1,                  0.995,                0.93663,                0.41649,                0.48151,                 1.1501,              0.0002378,              0.0002378,              0.0002378
                     92,                0.65132,                0.82212,                0.96491,                0.99843,                      1,                  0.995,                0.92125,                0.42233,                0.50372,                 1.1607,               0.000218,               0.000218,               0.000218
                     93,                0.66358,                0.82678,                0.93907,                0.99839,                      1,                  0.995,                 0.9261,                0.42194,                0.51105,                 1.1592,              0.0001982,              0.0001982,              0.0001982
                     94,                0.69193,                0.84989,                0.92145,                0.99842,                      1,                  0.995,                0.92538,                0.41893,                0.51355,                 1.1644,              0.0001784,              0.0001784,              0.0001784
                     95,                0.64702,                0.83224,                0.92787,                0.99839,                      1,                  0.995,                0.94167,                0.42258,                0.49761,                 1.1655,              0.0001586,              0.0001586,              0.0001586
                     96,                0.66509,                0.80979,                0.92773,                0.99842,                      1,                  0.995,                0.93879,                0.43284,                0.48231,                 1.1648,              0.0001388,              0.0001388,              0.0001388
                     97,                0.57941,                0.75837,                0.95016,                0.99842,                      1,                  0.995,                 0.9357,                0.42408,                0.46428,                 1.1402,               0.000119,               0.000119,               0.000119
                     98,                0.68212,                 0.7743,                0.88312,                0.99842,                      1,                  0.995,                0.93531,                0.41369,                   0.46,                 1.1246,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.62986,                0.76231,                0.89488,                0.99842,                      1,                  0.995,                0.92385,                 0.4062,                0.46413,                 1.1129,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.60516,                 0.7602,                0.90926,                 0.9984,                      1,                  0.995,                0.92833,                0.40553,                0.46325,                 1.1081,               5.96e-05,               5.96e-05,               5.96e-05
